id,title,source,price,currency,listing_created_on,is_active,last_modified_timestamp
161470,Howe-Morris,Apartments.com,1069.68,INR,15/06/2022,TRUE,17/11/2023
161471,Conley LLC,Craigslist,2413.21,USD,07/02/2022,FALSE,25/01/2025
161472,Schmidt-Obrien,Craigslist,4491.54,USD,19/06/2022,FALSE,04/08/2024
161473,Moore-Snyder,Craigslist,3510.72,EUR,05/11/2023,FALSE,22/12/2020
161474,"Strong, Sanchez and Castro",Realtor,3099.4,INR,15/03/2024,FALSE,01/08/2023
161475,"Cooke, Stewart and Johnston",Realtor,1862.88,INR,25/12/2022,TRUE,01/01/2022
161476,Palmer Group,Airbnb,1446.6,USD,30/10/2023,TRUE,04/03/2023
161477,Howe PLC,Zillow,4381.57,INR,17/03/2020,FALSE,17/05/2022
161478,"Robinson, Hines and Johnson",Apartments.com,4867.14,INR,21/02/2025,TRUE,25/05/2022
161479,Edwards-Newman,Apartments.com,1410.78,USD,15/09/2023,TRUE,15/06/2021
161480,Marshall-Webb,Zillow,3332.13,INR,31/07/2023,TRUE,30/11/2022
161481,Romero Inc,Airbnb,2973.03,EUR,29/03/2021,TRUE,08/06/2021
161482,Greer-Decker,Realtor,4702.7,INR,21/05/2024,TRUE,01/12/2024
161483,Gordon-Brown,Realtor,2312.52,EUR,05/01/2022,TRUE,06/02/2021
161484,"Whitney, Jones and Hernandez",Craigslist,3895.18,INR,12/06/2022,TRUE,10/07/2021
161485,Good-Mendez,Airbnb,2309.09,USD,25/02/2024,TRUE,10/07/2024
161486,Reynolds Inc,Apartments.com,2270.95,EUR,14/02/2025,TRUE,17/02/2023
161487,"Ramos, Martin and Maxwell",Apartments.com,1580.91,EUR,14/07/2021,FALSE,10/11/2024
161488,Hernandez-Pena,Zillow,1603.04,EUR,08/11/2021,FALSE,24/04/2020
161489,"Charles, Moreno and Sampson",Realtor,3417.66,USD,26/06/2020,FALSE,02/07/2020
161490,Estes Inc,Realtor,3735.5,INR,19/09/2024,FALSE,03/02/2021
161491,Cohen Ltd,Craigslist,4588.59,INR,11/08/2024,FALSE,11/04/2020
161492,King-Rodriguez,Apartments.com,1502.89,USD,17/07/2023,FALSE,18/03/2025
161493,Walker LLC,Craigslist,4231.69,USD,17/06/2022,FALSE,26/05/2024
161494,Miller PLC,Airbnb,3660.92,USD,06/10/2022,TRUE,06/07/2024
161495,Chen Group,Craigslist,1520.21,INR,31/03/2022,FALSE,30/10/2024
161496,Wiggins PLC,Apartments.com,1418.61,EUR,22/07/2024,TRUE,25/10/2020
161497,Mcdaniel-Perkins,Apartments.com,3436.4,INR,03/01/2020,TRUE,07/02/2023
161498,Bennett Inc,Apartments.com,4077.05,EUR,19/05/2024,TRUE,26/06/2020
161499,Barker-Jimenez,Airbnb,3061.82,INR,16/08/2022,FALSE,05/11/2022
161500,"Thompson, Gutierrez and Hanson",Realtor,4812.4,INR,04/11/2024,TRUE,16/07/2024
161501,Henderson Group,Airbnb,3118.57,INR,06/06/2020,TRUE,27/10/2024
161502,"Garner, Hart and Mcdonald",Realtor,2689.97,INR,02/06/2021,FALSE,26/10/2022
161503,Hamilton Group,Realtor,2907.43,EUR,30/04/2021,FALSE,15/03/2022
161504,Campbell LLC,Realtor,3619.84,INR,04/07/2022,TRUE,07/10/2022
161505,"White, Mcfarland and Weeks",Realtor,4847.15,INR,15/01/2020,TRUE,02/12/2023
161506,"Snow, Bryant and Gibbs",Craigslist,4967.5,EUR,16/04/2024,FALSE,14/07/2024
161507,Franco and Sons,Zillow,2625.25,INR,11/12/2023,TRUE,23/07/2024
161508,Taylor-Sanders,Realtor,3818.09,EUR,24/02/2023,FALSE,27/06/2024
161509,Chapman Ltd,Airbnb,1618.87,EUR,05/01/2025,FALSE,20/09/2021
161510,Moss Inc,Airbnb,4107.74,INR,20/11/2022,TRUE,08/06/2023
161511,Arellano-Riggs,Airbnb,4944.33,EUR,03/03/2022,FALSE,30/07/2021
161512,Cobb-Miller,Apartments.com,1347.56,USD,26/11/2020,FALSE,07/07/2023
161513,Simpson-Wilson,Realtor,3149.72,INR,02/08/2021,TRUE,02/06/2024
161514,Fisher Ltd,Realtor,3363.87,INR,10/09/2023,FALSE,27/07/2022
161515,"Gill, Hernandez and Hensley",Zillow,2263.46,INR,09/03/2021,FALSE,30/03/2020
161516,Collins-Johnson,Apartments.com,1735.44,EUR,09/06/2020,FALSE,01/03/2025
161517,Peterson Inc,Airbnb,2550.33,EUR,11/07/2021,TRUE,27/04/2024
161518,"Coleman, Scott and Thomas",Realtor,3171.9,INR,17/01/2024,TRUE,07/12/2020
161519,"Garcia, Webb and Edwards",Zillow,1602.11,INR,16/06/2023,FALSE,21/03/2022
161520,Fox Ltd,Realtor,2430.14,EUR,16/12/2020,TRUE,01/02/2024
161521,"Zimmerman, Miller and Chambers",Airbnb,1674.21,EUR,21/09/2021,FALSE,03/07/2020
161522,"Johnson, Barker and Casey",Apartments.com,1090.21,USD,18/01/2020,FALSE,16/05/2021
161523,"Santiago, Ibarra and Yates",Zillow,4546.4,EUR,06/12/2022,TRUE,10/06/2020
161524,Wade PLC,Realtor,4055.69,INR,03/02/2025,TRUE,18/03/2022
161525,Collins-Patterson,Airbnb,3725.37,INR,07/01/2020,FALSE,01/06/2024
161526,"Adams, Brown and Lynch",Craigslist,4208.89,INR,08/12/2021,FALSE,16/11/2023
161527,Serrano Ltd,Zillow,4278.68,USD,03/05/2021,TRUE,25/06/2022
161528,Duarte-Torres,Craigslist,4098.65,EUR,06/04/2023,TRUE,06/05/2021
161529,Huff PLC,Craigslist,3094.48,USD,24/02/2024,TRUE,16/01/2022
161530,"Lewis, Wiggins and Patterson",Apartments.com,4391.66,EUR,03/08/2020,FALSE,24/03/2022
161531,Ibarra-Moreno,Zillow,2633.74,INR,14/07/2020,TRUE,16/01/2021
161532,"Roberts, Palmer and Hall",Craigslist,2263.17,EUR,08/09/2022,FALSE,22/02/2020
161533,"Ford, Ramirez and Morris",Craigslist,2079.91,INR,05/01/2020,FALSE,27/09/2024
161534,Peters PLC,Apartments.com,2811.25,USD,10/02/2023,FALSE,13/03/2020
161535,"Kelly, Gonzalez and Maldonado",Craigslist,3998.77,USD,12/01/2024,FALSE,07/04/2022
161536,Armstrong-Kelley,Realtor,2285.47,INR,06/09/2022,FALSE,19/01/2020
161537,Taylor PLC,Apartments.com,1265.32,INR,16/12/2021,TRUE,10/06/2020
161538,Green Group,Zillow,4501.29,USD,08/07/2024,FALSE,30/05/2022
161539,"Griffith, Johnson and Smith",Realtor,1667.25,INR,09/01/2025,FALSE,19/10/2023
161540,Fischer-Vaughn,Apartments.com,1419.18,EUR,19/11/2022,FALSE,03/10/2022
161541,"Anderson, Lyons and Fowler",Airbnb,4372.92,INR,25/10/2022,TRUE,28/09/2022
161542,Garcia LLC,Zillow,2677.78,INR,26/05/2020,TRUE,26/06/2023
161543,Ramos PLC,Zillow,2663.1,USD,07/06/2023,TRUE,20/03/2021
161544,Newman PLC,Apartments.com,4994.94,INR,02/12/2024,FALSE,10/12/2020
161545,"Reynolds, Roberts and Davis",Airbnb,1052.51,EUR,13/11/2021,TRUE,01/03/2025
161546,Perry Group,Apartments.com,4707.72,INR,12/06/2023,TRUE,01/04/2020
161547,Castillo-Fisher,Craigslist,2698.35,EUR,10/02/2024,FALSE,28/01/2023
161548,Wright-Escobar,Craigslist,4411,EUR,22/02/2022,TRUE,05/09/2020
161549,"Jackson, Frost and Alvarez",Apartments.com,2928.51,INR,16/11/2022,FALSE,15/07/2024
161550,"Richards, Allen and Lawrence",Apartments.com,3059.55,INR,08/09/2024,FALSE,03/02/2024
161551,"Perez, Smith and Frye",Realtor,1707.88,USD,24/02/2020,TRUE,29/09/2024
161552,Franklin-Taylor,Realtor,3682.82,EUR,22/04/2020,FALSE,30/06/2024
161553,"Schroeder, Brown and Roach",Zillow,2720.22,EUR,28/03/2022,TRUE,07/10/2024
161554,Jordan Inc,Realtor,3672.75,USD,08/05/2024,FALSE,29/10/2022
161555,Sanchez-Baker,Realtor,2889.08,EUR,14/01/2022,TRUE,30/11/2022
161556,Alexander Ltd,Apartments.com,4780,EUR,11/11/2023,TRUE,27/08/2021
161557,Wade-Bowers,Apartments.com,3905.99,INR,12/06/2024,FALSE,13/09/2021
161558,Martinez-Little,Zillow,2129.23,USD,25/05/2021,TRUE,05/03/2020
161559,Foster-Espinoza,Airbnb,2902.12,EUR,07/07/2023,TRUE,31/07/2021
161560,"Jackson, Clark and Green",Realtor,2135.24,USD,23/03/2023,FALSE,29/09/2022
161561,"Khan, Hendricks and Carson",Airbnb,4156.31,INR,03/03/2022,TRUE,25/06/2023
161562,Norris Ltd,Zillow,1773.58,USD,26/02/2020,TRUE,16/10/2022
161563,Dixon-Thomas,Apartments.com,3694.21,EUR,21/01/2021,FALSE,31/10/2020
161564,Thomas LLC,Airbnb,3735.3,USD,24/11/2022,FALSE,21/07/2020
161565,Johnson and Sons,Airbnb,2678.69,INR,25/08/2020,TRUE,23/11/2022
161566,Peterson-Gallagher,Realtor,4261.47,INR,10/01/2023,TRUE,11/04/2024
161567,"Castillo, Campbell and Fletcher",Craigslist,1829.28,USD,04/07/2024,FALSE,26/12/2020
161568,Roberts-Smith,Zillow,4056.3,INR,08/08/2022,FALSE,08/09/2021
161569,Chambers and Sons,Airbnb,2964.56,INR,24/03/2020,FALSE,28/07/2022
161570,Myers Group,Realtor,2334.57,EUR,13/03/2022,FALSE,15/03/2023
161571,"Collins, Robinson and Frank",Airbnb,4111.11,EUR,01/03/2024,FALSE,22/09/2021
161572,Hart-Duke,Apartments.com,4762.69,EUR,08/03/2025,TRUE,12/04/2022
161573,"Scott, Young and Davis",Zillow,1637.32,INR,30/12/2022,TRUE,08/12/2023
161574,Ramirez PLC,Airbnb,1922.65,USD,06/11/2021,TRUE,18/04/2020
161575,"Smith, Mills and Chambers",Realtor,2920.69,EUR,12/01/2024,FALSE,03/12/2020
161576,Robinson Group,Craigslist,2491.36,INR,06/03/2021,FALSE,07/02/2023
161577,Bailey-Wright,Airbnb,2450.37,INR,15/08/2023,FALSE,01/08/2023
161578,Villarreal-Thomas,Zillow,1367.19,EUR,24/08/2024,FALSE,16/06/2022
161579,Davies Group,Airbnb,4219.11,EUR,02/12/2022,FALSE,01/10/2023
161580,Parker Inc,Zillow,1113.65,INR,20/02/2025,TRUE,31/08/2023
161581,Kennedy-Quinn,Airbnb,1116.73,EUR,23/06/2023,TRUE,24/04/2021
161582,"Bradford, Cruz and Gomez",Craigslist,1998.08,USD,10/06/2023,TRUE,26/08/2021
161583,Jenkins-King,Realtor,4542.47,USD,18/04/2022,TRUE,17/07/2022
161584,"Brooks, Rubio and Graham",Apartments.com,2582.91,USD,03/06/2021,TRUE,15/07/2020
161585,Lopez-Knapp,Craigslist,2776.64,USD,19/08/2022,FALSE,20/10/2023
161586,"Avery, Davidson and Barnes",Apartments.com,3778.96,USD,20/08/2022,FALSE,09/04/2021
161587,Gonzales LLC,Zillow,4326.97,USD,10/01/2025,TRUE,16/10/2023
161588,Hunter Ltd,Apartments.com,3597.31,INR,08/12/2023,TRUE,29/11/2023
161589,Turner-Forbes,Zillow,4244.4,EUR,16/11/2024,FALSE,08/06/2020
161590,Roberson-Davis,Zillow,4504.38,INR,30/06/2020,TRUE,15/05/2023
161591,Singh-White,Realtor,3325.52,INR,15/08/2020,FALSE,10/01/2022
161592,"Garrison, Steele and Hunter",Airbnb,3093.7,INR,01/06/2023,TRUE,11/10/2021
161593,Romero and Sons,Realtor,3271.45,EUR,29/01/2025,TRUE,08/10/2021
161594,"Smith, Lawrence and Mitchell",Apartments.com,1792.02,INR,03/12/2023,FALSE,21/11/2023
161595,Knapp-Knight,Craigslist,1754.41,EUR,21/06/2022,FALSE,04/11/2022
161596,Miller-Morales,Realtor,2486.07,USD,02/07/2022,FALSE,05/03/2023
161597,Lopez-Wagner,Realtor,3561.09,INR,16/03/2025,FALSE,14/03/2023
161598,Ross Inc,Zillow,4898.29,INR,13/01/2021,FALSE,08/01/2024
161599,Hawkins-Kelly,Apartments.com,4070.93,USD,30/01/2020,FALSE,04/10/2024
161600,Bishop-Smith,Airbnb,1999.87,INR,16/01/2020,FALSE,12/10/2024
161601,Martinez-Lozano,Realtor,1717.06,EUR,28/09/2022,TRUE,21/04/2020
161602,Downs-Owens,Craigslist,1200.72,EUR,01/10/2023,FALSE,14/10/2022
161603,Fletcher Ltd,Craigslist,2432.71,USD,19/03/2021,TRUE,31/03/2021
161604,Brown Ltd,Airbnb,1121.82,USD,16/05/2020,TRUE,19/07/2022
161605,Dillon-Williams,Zillow,3546.1,USD,13/08/2024,FALSE,31/05/2020
161606,Wu PLC,Airbnb,4763.8,EUR,25/06/2021,TRUE,11/06/2021
161607,Ramos PLC,Apartments.com,4362.12,USD,05/12/2020,FALSE,23/10/2023
161608,"Santos, Miller and Jimenez",Zillow,3186.63,INR,14/03/2020,FALSE,23/04/2023
161609,"Pierce, Williams and Martinez",Realtor,4052.99,INR,24/04/2022,FALSE,18/10/2024
161610,"Jordan, House and King",Airbnb,4110.8,INR,25/06/2022,FALSE,13/04/2024
161611,Werner-Martin,Craigslist,1626.35,USD,18/11/2022,TRUE,08/10/2022
161612,Washington Inc,Airbnb,4050.67,EUR,06/01/2023,FALSE,15/11/2024
161613,Glover-Lucero,Apartments.com,4911.29,INR,01/06/2022,FALSE,16/10/2023
161614,Cooke Group,Realtor,2028.66,EUR,25/06/2024,FALSE,02/01/2025
161615,Moreno-Mills,Realtor,4139.69,USD,11/02/2024,FALSE,27/04/2020
161616,"Brennan, Sellers and King",Craigslist,4208.15,EUR,20/12/2020,FALSE,31/01/2024
161617,House and Sons,Zillow,4431.43,INR,14/01/2021,TRUE,13/01/2022
161618,"Tran, Hess and Underwood",Airbnb,1983.94,INR,17/05/2023,TRUE,24/09/2022
161619,"Griffin, Carey and Allen",Zillow,2713.01,EUR,22/04/2023,TRUE,20/02/2021
161620,"Marshall, Montgomery and Miles",Realtor,3711.62,USD,13/11/2021,TRUE,07/05/2024
161621,Bowman-Brown,Zillow,2260.9,USD,03/09/2023,FALSE,28/02/2024
161622,Hendricks-Kline,Realtor,3859.84,INR,10/11/2024,TRUE,28/12/2022
161623,Brown-Howard,Zillow,3682.94,INR,21/10/2021,FALSE,02/04/2021
161624,Taylor Inc,Realtor,2654.76,USD,02/04/2020,TRUE,07/01/2020
161625,Mclean-Daniels,Craigslist,3965.45,INR,15/07/2023,FALSE,16/02/2025
161626,Nunez-Dyer,Airbnb,4408.81,USD,21/11/2023,FALSE,24/09/2021
161627,Lin Group,Zillow,2924.38,EUR,14/12/2023,FALSE,19/10/2021
161628,Bell LLC,Zillow,4693.25,USD,05/07/2021,TRUE,10/09/2023
161629,Collins-Montgomery,Realtor,2724.09,INR,26/09/2023,FALSE,15/11/2020
161630,Perez-Gilbert,Zillow,1958.29,EUR,08/04/2021,TRUE,14/11/2020
161631,"Harris, Hall and Fernandez",Apartments.com,3427.93,EUR,30/07/2023,TRUE,03/07/2021
161632,Wheeler-Oliver,Zillow,1496.11,EUR,08/05/2021,FALSE,19/08/2022
161633,"Crane, Fox and Perry",Airbnb,2880.79,EUR,09/07/2021,TRUE,19/02/2025
161634,Flowers Inc,Craigslist,4261.22,EUR,30/04/2021,TRUE,06/06/2022
161635,"Simmons, Caldwell and Daniel",Airbnb,2087.65,USD,29/12/2023,FALSE,05/12/2020
161636,Jacobson-Smith,Realtor,4301.9,EUR,11/03/2023,FALSE,29/07/2024
161637,Smith LLC,Airbnb,4608.33,USD,09/03/2020,TRUE,05/04/2023
161638,Adams-Ryan,Airbnb,1963.54,USD,11/03/2020,FALSE,06/05/2021
161639,"Henderson, Wells and Burns",Craigslist,2163.86,EUR,03/12/2022,TRUE,24/02/2021
161640,Davis LLC,Realtor,2800.46,INR,25/11/2022,FALSE,02/11/2022
161641,"Haney, Scott and Lucas",Airbnb,4866.79,EUR,26/10/2020,TRUE,31/01/2025
161642,"Ford, Lambert and Perez",Apartments.com,1401.13,EUR,22/08/2021,TRUE,09/06/2022
161643,Nelson-Neal,Apartments.com,3943.47,INR,17/02/2020,TRUE,17/09/2024
161644,Campbell-Wright,Zillow,3594.11,USD,14/08/2023,FALSE,28/07/2022
161645,Mitchell-Dickson,Apartments.com,1299.15,USD,03/04/2024,TRUE,09/06/2021
161646,Cochran-Johnson,Airbnb,4152.33,EUR,25/07/2024,TRUE,15/11/2020
161647,Collins Ltd,Airbnb,2614.85,EUR,28/09/2022,FALSE,30/05/2022
161648,Lynch-Strickland,Apartments.com,4212.5,USD,20/05/2023,TRUE,25/09/2020
161649,"Tucker, Coffey and Harrington",Apartments.com,2696.04,USD,07/08/2023,FALSE,11/09/2021
161650,Hale Inc,Craigslist,2655.89,EUR,14/02/2023,FALSE,13/03/2020
161651,"Carter, Powell and Mitchell",Craigslist,4237.65,USD,03/02/2024,FALSE,04/08/2024
161652,Hanson PLC,Zillow,1868.63,EUR,13/10/2024,TRUE,05/11/2023
161653,"Trevino, Robinson and Flores",Airbnb,3155.19,USD,10/03/2021,FALSE,17/08/2023
161654,Tucker-Turner,Apartments.com,4645.97,USD,05/11/2021,TRUE,10/09/2021
161655,"Finley, Leonard and Stewart",Airbnb,2488.72,INR,07/06/2020,TRUE,13/06/2020
161656,Cortez Inc,Airbnb,3189.55,EUR,01/11/2022,TRUE,14/03/2020
161657,Miller-Rogers,Craigslist,2269.81,USD,12/02/2024,FALSE,28/04/2022
161658,Hodge and Sons,Craigslist,1939.43,USD,07/12/2021,TRUE,06/03/2022
161659,"Boyer, Herrera and Freeman",Apartments.com,2180.42,EUR,09/08/2024,FALSE,22/03/2022
161660,"Collins, Collins and Kelley",Apartments.com,1803.69,EUR,14/05/2022,TRUE,08/03/2022
161661,Bell-Lindsey,Realtor,1655.3,EUR,30/10/2024,FALSE,25/10/2020
161662,"Thompson, Noble and Morales",Airbnb,4343.12,EUR,30/03/2022,TRUE,29/08/2024
161663,"Roberson, Sherman and Black",Airbnb,2522.11,USD,12/08/2020,TRUE,26/08/2021
161664,Anderson and Sons,Apartments.com,2668.45,INR,20/12/2021,TRUE,13/05/2024
161665,Cortez and Sons,Apartments.com,1176.91,INR,28/10/2022,TRUE,07/03/2023
161666,Gould and Sons,Zillow,2479.46,USD,15/03/2021,FALSE,23/07/2020
161667,Rios-Parker,Zillow,3166.74,INR,08/01/2022,FALSE,04/06/2024
161668,Gomez-Cox,Realtor,3698.67,INR,12/02/2021,FALSE,02/10/2024
161669,Rios PLC,Craigslist,3490.83,INR,19/04/2024,FALSE,24/05/2024
161670,Copeland-Davis,Airbnb,4949.38,EUR,03/04/2020,TRUE,08/09/2022
161671,"Wong, Parker and Foster",Airbnb,1762.7,EUR,23/01/2021,FALSE,07/11/2022
161672,Green-Richmond,Airbnb,2355.58,EUR,18/03/2023,FALSE,14/07/2024
161673,Pena-Fowler,Craigslist,2513.95,USD,29/10/2020,TRUE,29/06/2023
161674,"Coffey, Floyd and Tran",Zillow,1780.79,EUR,12/11/2024,FALSE,02/04/2024
161675,Stout-Scott,Craigslist,4321.11,EUR,16/05/2021,TRUE,09/10/2024
161676,Caldwell-Walton,Apartments.com,4050.9,INR,19/08/2022,FALSE,08/10/2023
161677,"Thompson, Jimenez and West",Craigslist,3420.28,EUR,30/05/2020,TRUE,24/05/2024
161678,"Brock, Munoz and Williams",Craigslist,1396.69,INR,29/02/2020,FALSE,16/02/2025
161679,"Smith, Valentine and Turner",Craigslist,3974.79,INR,01/11/2020,FALSE,27/12/2022
161680,"Brown, Hobbs and Wyatt",Airbnb,2480.22,INR,30/08/2020,TRUE,30/08/2020
161681,Kidd and Sons,Zillow,3416.42,EUR,30/03/2022,TRUE,25/08/2021
161682,Grant LLC,Zillow,4447.46,EUR,30/10/2020,FALSE,08/04/2024
161683,Gutierrez-Howe,Apartments.com,2178.11,EUR,13/11/2020,TRUE,19/12/2022
161684,Neal Ltd,Zillow,4535.84,INR,05/01/2023,FALSE,05/04/2023
161685,Rowe Group,Craigslist,1570.55,INR,23/03/2020,TRUE,04/08/2022
161686,Delgado-Cook,Airbnb,1497.54,EUR,14/11/2023,TRUE,21/05/2021
161687,"Prince, Nguyen and Richards",Realtor,3659.24,INR,09/12/2022,FALSE,23/05/2020
161688,Allen Group,Craigslist,1396.54,EUR,14/04/2024,TRUE,02/02/2022
161689,"Wagner, Payne and Brooks",Realtor,2662.28,USD,25/02/2020,FALSE,17/10/2024
161690,Romero-Miller,Apartments.com,3501.3,INR,26/05/2020,TRUE,27/07/2023
161691,Lopez-Hampton,Realtor,4676.89,INR,11/08/2022,TRUE,01/01/2025
161692,"Parker, Flores and Blair",Apartments.com,2654.52,EUR,05/03/2023,FALSE,15/07/2022
161693,Edwards-Johnson,Zillow,3736.94,USD,11/03/2020,FALSE,24/05/2021
161694,"Nelson, Brown and Sims",Realtor,4918.8,EUR,23/03/2025,FALSE,20/10/2022
161695,Gallegos and Sons,Airbnb,1958.81,USD,20/08/2024,TRUE,09/06/2022
161696,"Gonzalez, Wilson and Miller",Realtor,1588.19,INR,22/01/2023,FALSE,26/10/2022
161697,Spencer LLC,Zillow,4461.78,EUR,09/01/2020,TRUE,24/02/2024
161698,Jordan PLC,Apartments.com,3530.06,INR,27/11/2020,TRUE,09/06/2020
161699,Gonzales and Sons,Realtor,1424.22,INR,20/05/2021,TRUE,08/03/2022
161700,Ritter-Villegas,Airbnb,4592.54,USD,16/02/2021,TRUE,02/08/2024
161701,Williams-Jones,Craigslist,1257.98,EUR,11/12/2024,FALSE,02/08/2020
161702,Brown and Sons,Apartments.com,2981.21,USD,30/10/2023,TRUE,24/09/2021
161703,"Holden, Gordon and Leach",Craigslist,1418.77,EUR,24/07/2023,FALSE,30/05/2022
161704,"Donovan, Wright and Leon",Apartments.com,2380.02,EUR,30/07/2020,FALSE,08/03/2025
161705,"Weiss, Giles and Smith",Airbnb,4688.02,USD,07/01/2020,FALSE,02/02/2025
161706,Greene-Clark,Craigslist,4877.78,EUR,22/06/2020,FALSE,04/05/2023
161707,Noble-Dawson,Craigslist,1065.84,EUR,30/10/2023,FALSE,08/10/2022
161708,Young LLC,Airbnb,4009.61,USD,29/05/2022,FALSE,12/12/2022
161709,Hamilton-Grimes,Apartments.com,4757.34,INR,10/06/2023,TRUE,13/07/2021
161710,"Adams, Garcia and Franklin",Airbnb,1029.61,EUR,14/02/2025,TRUE,10/09/2020
161711,"Johnson, Miller and Espinoza",Realtor,2371.38,USD,21/10/2024,FALSE,06/09/2022
161712,Hill-Hogan,Craigslist,1939.55,EUR,09/06/2022,TRUE,14/09/2024
161713,Hernandez Inc,Realtor,3192.27,USD,11/05/2020,FALSE,08/03/2025
161714,Thompson-Reid,Airbnb,1924.54,INR,13/04/2023,FALSE,15/01/2023
161715,Carroll Ltd,Airbnb,4903.49,INR,04/12/2021,FALSE,19/06/2020
161716,Dixon-Turner,Apartments.com,1720.17,INR,26/06/2024,FALSE,03/10/2022
161717,Webb-Brown,Craigslist,2713.15,USD,26/06/2022,FALSE,30/07/2020
161718,Wells LLC,Realtor,3803.73,INR,15/07/2023,FALSE,29/10/2020
161719,"Franklin, Hurley and Santos",Realtor,3781.56,USD,04/10/2021,TRUE,14/02/2023
161720,Larson-Zhang,Apartments.com,2835.95,INR,08/04/2023,FALSE,07/02/2023
161721,Williams LLC,Apartments.com,3804.35,INR,05/12/2023,FALSE,22/05/2021
161722,Lane-Norman,Airbnb,4193.62,USD,15/10/2021,TRUE,03/08/2024
161723,"White, Padilla and Mckinney",Craigslist,3104.28,USD,26/11/2020,FALSE,11/10/2021
161724,Daniel Group,Realtor,3072.83,USD,30/05/2023,TRUE,25/06/2022
161725,Kline Inc,Airbnb,4714.91,USD,05/07/2021,TRUE,17/12/2022
161726,Fox Ltd,Realtor,3937.43,EUR,05/03/2023,FALSE,27/06/2023
161727,"Coleman, Arnold and Santiago",Realtor,2197.36,USD,18/03/2023,TRUE,23/08/2023
161728,Martin Group,Apartments.com,3897.43,INR,27/05/2020,TRUE,28/12/2024
161729,Smith-Martin,Apartments.com,3771.08,EUR,12/12/2022,FALSE,16/12/2020
161730,"Perez, Garcia and Morris",Zillow,2967.81,EUR,20/06/2023,FALSE,16/08/2020
161731,"Stevens, Wolfe and Warner",Apartments.com,3387.4,INR,25/07/2024,FALSE,04/10/2022
161732,Anderson-Baker,Zillow,1336.97,EUR,22/12/2023,TRUE,24/04/2020
161733,"Cooper, James and Flores",Airbnb,2378.66,INR,09/10/2020,FALSE,30/05/2021
161734,Owens LLC,Apartments.com,2124.74,INR,17/06/2021,FALSE,23/09/2020
161735,"Moss, Malone and Gonzalez",Airbnb,1746.9,USD,15/07/2023,TRUE,07/12/2022
161736,"Chandler, Wise and Gay",Airbnb,2143.3,INR,23/01/2022,FALSE,01/11/2020
161737,Collins Group,Craigslist,4376.62,EUR,06/06/2024,TRUE,19/08/2023
161738,"Miller, Henderson and Hall",Realtor,2406.2,INR,06/04/2020,TRUE,07/10/2020
161739,Conner-Valdez,Zillow,4539.62,USD,15/01/2024,TRUE,10/01/2020
161740,"Tucker, Scott and Archer",Zillow,4650.9,USD,27/12/2023,FALSE,03/04/2024
161741,"Franklin, Hartman and Bass",Craigslist,1063.97,INR,06/09/2023,FALSE,15/10/2022
161742,"Davis, Fields and Carter",Airbnb,3871.13,EUR,26/05/2024,TRUE,07/07/2022
161743,Williams-Chandler,Apartments.com,3373.56,USD,05/07/2023,TRUE,05/12/2023
161744,Collins LLC,Craigslist,4723.92,USD,20/07/2023,FALSE,08/05/2021
161745,"Chavez, Gates and Ellis",Craigslist,3415.74,INR,13/05/2022,FALSE,30/12/2020
161746,Porter-Johnson,Airbnb,4612.08,USD,08/06/2020,FALSE,19/07/2023
161747,Macdonald-Joyce,Realtor,1062.9,EUR,20/12/2024,FALSE,09/03/2024
161748,Gilbert PLC,Apartments.com,4536.44,USD,17/04/2022,FALSE,11/10/2024
161749,"Dyer, Moore and Wall",Apartments.com,2640.31,USD,16/06/2024,TRUE,22/01/2025
161750,Houston and Sons,Apartments.com,3534.15,INR,21/08/2024,FALSE,28/02/2020
161751,"Smith, Thompson and Richardson",Apartments.com,3767.88,EUR,06/10/2022,FALSE,07/08/2021
161752,"Hall, Santos and Perry",Zillow,4681.61,EUR,09/02/2024,FALSE,18/08/2023
161753,Mills-Meadows,Craigslist,1236.11,USD,29/04/2024,FALSE,29/08/2023
161754,"Lynn, Liu and Finley",Realtor,2251.95,USD,27/07/2023,TRUE,27/08/2023
161755,Miller-Parks,Craigslist,1176.26,EUR,01/10/2022,TRUE,06/05/2020
161756,"Carroll, Smith and Hunt",Craigslist,3059.02,USD,23/06/2021,TRUE,23/11/2024
161757,Duncan Group,Airbnb,2102.91,INR,21/04/2024,TRUE,03/10/2020
161758,"Gardner, Burton and Flynn",Realtor,1638.16,USD,23/12/2023,TRUE,29/09/2024
161759,"Sullivan, Russell and Mcdaniel",Apartments.com,1139.46,INR,25/03/2021,FALSE,07/06/2023
161760,"Williams, Armstrong and Contreras",Zillow,3156.59,EUR,07/08/2024,FALSE,03/12/2020
161761,Guzman-Haney,Airbnb,4738.05,EUR,27/04/2021,FALSE,03/08/2020
161762,Greene-Brown,Realtor,1013.85,INR,21/08/2020,FALSE,01/07/2021
161763,Webb PLC,Airbnb,1320.98,EUR,09/01/2021,FALSE,03/02/2020
161764,"Bradley, Fisher and Gonzales",Airbnb,1659.36,EUR,08/06/2020,FALSE,24/05/2023
161765,Perez-Lopez,Zillow,1564,USD,20/06/2023,TRUE,03/07/2021
161766,Combs-Soto,Zillow,1116.78,INR,31/03/2020,TRUE,14/03/2023
161767,Olson-Lawson,Airbnb,3527.17,INR,17/02/2021,TRUE,05/07/2024
